线路归属,线路名称,方向,站点名称,经度,纬度,匹配方式
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,迭石路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,金村,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,唐家岭,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,喇叭口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,蔡家山脚,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将农贸市场,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将镇政府,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将卫生院,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将林场,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,森工站,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将中学,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,店前门口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,外小将,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,外小将村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,小将加油站,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,石尺岭,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,横三路,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,官路等,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,田西,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,叉路口(田西),,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,梁家庵,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,金盘水库脚,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,陈家坞村,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,檀岭头,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,大坪头,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,下坞路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,沙宅寺,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,寨岭村,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,五平村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,庙岭绞,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,赤坑口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,王大岩,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,大坑路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,大弯头,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,梁家田村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,葛坞村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,上求,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,鳌东村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,姚卜丁路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,老路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,大市聚医院,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,大市聚新街口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,石板桥,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,管家岭,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,升宅,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,官山路口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,山南,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,茅坪,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,西王,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,曹家,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,曹家村口,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,汇丰加油站,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,坑西大桥,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,坑西(南),,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,千官岭,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,年岳,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,拔茅公交站,,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,拔茅商场,120.968749,29.48035433,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,拔茅中学,120.966885,29.48063428,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,拔茅加油站,120.9612,29.4824,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,新岩村,120.955903,29.484021,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,康平胶囊(大型镙帽),,,未匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,林泉金涛轴承(天仁医药),120.95095,29.48565,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,京新药业,120.9475,29.48695,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,嘉盛毛纺,120.9461,29.4876,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,泉清村,120.9437,29.48865,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,白段,120.93525,29.48685,站名匹配
[小将、茅洋线路],817路客运东站至飞天蜈蚣,下行,客运东站,120.9314886,29.48667287,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,客运东站,120.9314886,29.48667287,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,白段,120.93525,29.48685,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,泉清村,120.9437,29.48865,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,嘉盛毛纺,120.9461,29.4876,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,京新药业,120.9475,29.48695,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,林泉金涛轴承(天仁医药),120.95095,29.48565,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,康平胶囊(大型镙帽),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,新岩村,120.955903,29.484021,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,拔茅加油站,120.9612,29.4824,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,拔茅中学,120.966885,29.48063428,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,拔茅商场,120.968749,29.48035433,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,拔茅公交站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,年岳,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,恒盛机械,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,千官岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,坑西(南),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,坑西大桥,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,汇丰加油站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,曹家村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,曹家,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,西王,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,茅坪,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,山南,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,官山路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,升宅,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,管家岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,石板桥,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大市聚新街口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大市聚医院,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,老路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大市聚车站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,姚卜丁路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,鳌东村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,上求,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,葛坞村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,梁家田村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大弯头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大坑路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,王大岩,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,赤坑口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,庙岭绞,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,五平村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,寨岭村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,沙宅寺,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,下坞路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,大坪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,檀岭头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,陈家坞村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,金盘水库脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,梁家庵,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,叉路口(田西),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,田西,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,官路等,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,横三路,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,石尺岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将加油站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,外小将村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,外小将,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,店前门口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将中学,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,森工站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将林场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将卫生院,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将镇政府,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,小将农贸市场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,健身岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,蔡家山脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,喇叭口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,唐家岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,金村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,迭石路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,里竹,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,金家,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,山里王村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,彭潭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,巧英车站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,渔场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,巧英水库管理处,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,溪竹,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,巧英村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,莒根口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,莒根偃王阁,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,安头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,高坪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,马坑,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,孔里湾,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,雪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,加工厂,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,雪头前门山,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,供销社门口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,雪头上村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,雪落门脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,坂头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,尖坑路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,尖坑桥头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,上行,尖坑,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,尖坑,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,尖坑桥头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,尖坑路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,坂头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,雪落门脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,雪头上村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,供销社门口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,雪头前门山,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,加工厂,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,雪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,孔里湾,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,马坑,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,高坪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,安头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,莒根偃王阁,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,莒根口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,巧英村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,溪竹,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,巧英水库管理处,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,渔场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,巧英车站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,彭潭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,山里王村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,金家,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,里竹,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,迭石路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,金村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,唐家岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,喇叭口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,蔡家山脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将农贸市场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将镇政府,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将卫生院,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将林场,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,森工站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将中学,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,店前门口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,外小将,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,外小将村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,小将加油站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,石尺岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,横三路,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,官路等,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,田西,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,叉路口(田西),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,梁家庵,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,金盘水库脚,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,陈家坞村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,檀岭头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,大坪头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,下坞路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,沙宅寺,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,寨岭村,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,五平村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,庙岭绞,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,赤坑口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,王大岩,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,大坑路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,大弯头,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,梁家田村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,葛坞村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,上求,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,鳌东村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,姚卜丁路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,老路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,大市聚医院,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,大市聚新街口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,石板桥,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,管家岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,升宅,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,官山路口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,山南,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,茅坪,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,西王,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,曹家,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,曹家村口,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,汇丰加油站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,坑西大桥,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,坑西(南),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,千官岭,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,年岳,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,拔茅公交站,,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,拔茅商场,120.968749,29.48035433,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,拔茅中学,120.966885,29.48063428,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,拔茅加油站,120.9612,29.4824,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,新岩村,120.955903,29.484021,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,康平胶囊(大型镙帽),,,未匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,林泉金涛轴承(天仁医药),120.95095,29.48565,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,京新药业,120.9475,29.48695,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,嘉盛毛纺,120.9461,29.4876,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,泉清村,120.9437,29.48865,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,白段,120.93525,29.48685,站名匹配
[小将、茅洋线路],818路客运东站至尖坑,下行,客运东站,120.9314886,29.48667287,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,客运东站,120.9314886,29.48667287,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,白段,120.93525,29.48685,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,泉清村,120.9437,29.48865,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,嘉盛毛纺,120.9461,29.4876,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,京新药业,120.9475,29.48695,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,林泉金涛轴承(天仁医药),120.95095,29.48565,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,康平胶囊(大型镙帽),,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,新岩村,120.955903,29.484021,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,拔茅加油站,120.9612,29.4824,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,拔茅中学,120.966885,29.48063428,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,拔茅商场,120.968749,29.48035433,站名匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,拔茅公交站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,年岳,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,恒盛机械,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,千官岭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,坑西(南),,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,坑西大桥,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,汇丰加油站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,曹家村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,曹家,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,西王,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,茅坪,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,山南,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,官山路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,升宅,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,管家岭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,石板桥,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大市聚新街口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大市聚医院,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,老路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大市聚车站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,姚卜丁路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,鳌东村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,上求,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,葛坞村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,梁家田村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大弯头,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大坑路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,王大岩,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,赤坑口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,庙岭绞,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,五平村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,寨岭村,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,沙宅寺,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,下坞路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,大坪头,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,檀岭头,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,陈家坞村,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,金盘水库脚,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,梁家庵,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,叉路口(田西),,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,田西,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,官路等,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,横三路,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,石尺岭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将加油站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,外小将村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,外小将,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,店前门口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将中学,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,森工站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将林场,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将卫生院,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将镇政府,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,小将农贸市场,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,健身岭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,蔡家山脚,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,喇叭口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,唐家岭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,金村,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,迭石路口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,里竹,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,金家,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,山里王村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,彭潭,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,巧英车站,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,渔场,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,巧英水库管理处,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,溪竹,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,巧英村口,,,未匹配
[小将、茅洋线路],819A路客运东站至细心坑,上行,莒根口,,,未匹配
